from	to	what	count	class	examples	in_ledger
sql-resolver	sql-optimizer	src/sql/optimizer/ob_opt_selectivity.h	1	upward-named	src/sql/resolver/dml/ob_dml_resolver.cpp:36 -> src/sql/optimizer/ob_opt_selectivity.h: (include)	no
sql-resolver	sql-optimizer	src/sql/optimizer/stat/ob_dbms_stats_utils.h	1	upward-named	src/sql/resolver/ddl/ob_analyze_stmt_resolver.cpp:20 -> src/sql/optimizer/stat/ob_dbms_stats_utils.h: (include)	no
sql-resolver	sql-codegen	src/sql/code_generator/ob_column_index_provider.h	1	upward-named	src/sql/resolver/ob_resolver_utils.cpp:24 -> src/sql/code_generator/ob_column_index_provider.h: (include)	no
sql-resolver	sql-codegen	src/sql/code_generator/ob_expr_generator_impl.h	1	upward-named	src/sql/resolver/cmd/ob_call_procedure_stmt.cpp:21 -> src/sql/code_generator/ob_expr_generator_impl.h: (include)	no
sql-resolver	sql	src/query/api/query/engine/cmd/ob_load_data_parser.h	1	upward-named	src/sql/resolver/ob_resolver_utils.cpp:21 -> src/sql/engine/cmd/ob_load_data_parser.h: (include)	no
sql-resolver	sql	src/sql/engine/cmd/ob_load_data_file_reader.h	1	upward-named	src/sql/resolver/cmd/ob_load_data_resolver.cpp:21 -> src/sql/engine/cmd/ob_load_data_file_reader.h: (include)	no
sql-resolver	sql	src/sql/hybrid_search/ob_hybrid_search_executor.h	1	upward-named	src/sql/resolver/dml/ob_dml_resolver.cpp:42 -> src/sql/hybrid_search/ob_hybrid_search_executor.h: (include)	no
sql-resolver	sql	src/sql/ob_sql_context.h	1	upward-named	src/sql/resolver/ddl/ob_ddl_stmt.cpp:20 -> src/sql/ob_sql_context.h: (include)	no
sql-resolver	sql	src/sql/ob_trans_character.h	2	upward-named	src/sql/resolver/cmd/ob_set_transaction_resolver.cpp:23 -> src/sql/ob_trans_character.h: (include); src/sql/resolver/tcl/ob_start_trans_resolver.cpp:21 -> src/sql/ob_trans_character.h: (include)	no
sql-resolver	sql	src/sql/plan_cache/ob_prepare_stmt_struct.h	2	upward-named	src/sql/resolver/cmd/ob_call_procedure_stmt.h:27 -> src/sql/plan_cache/ob_prepare_stmt_struct.h: (include); src/sql/resolver/prepare/ob_execute_resolver.cpp:20 -> src/sql/plan_cache/ob_prepare_stmt_struct.h: (include)	no
sql-resolver	sql	src/sql/privilege_check/ob_privilege_check.h	1	upward-named	src/sql/resolver/ob_schema_checker.cpp:24 -> src/sql/privilege_check/ob_privilege_check.h: (include)	no
sql-resolver	pl	src/sql/pl/ob_pl.h	1	upward-named	src/sql/resolver/ob_resolver_utils.h:32 -> src/sql/pl/ob_pl.h: (include)	no
sql-resolver	pl	src/sql/pl/ob_pl_build.h	4	upward-named	src/sql/resolver/cmd/ob_anonymous_block_resolver.cpp:22 -> src/sql/pl/ob_pl_build.h: (include); src/sql/resolver/ddl/ob_create_package_resolver.cpp:21 -> src/sql/pl/ob_pl_build.h: (include); src/sql/resolver/ddl/ob_trigger_resolver.cpp:23 -> src/sql/pl/ob_pl_build.h: (include)	no
sql-resolver	pl	src/sql/pl/ob_pl_dependency_util.h	2	upward-named	src/sql/resolver/cmd/ob_call_procedure_resolver.cpp:24 -> src/sql/pl/ob_pl_dependency_util.h: (include); src/sql/resolver/ob_resolver_utils.cpp:40 -> src/sql/pl/ob_pl_dependency_util.h: (include)	no
sql-resolver	pl	src/sql/pl/ob_pl_package.h	8	upward-named	src/sql/resolver/cmd/ob_anonymous_block_resolver.cpp:21 -> src/sql/pl/ob_pl_package.h: (include); src/sql/resolver/cmd/ob_call_procedure_resolver.cpp:22 -> src/sql/pl/ob_pl_package.h: (include); src/sql/resolver/ddl/ob_alter_routine_resolver.cpp:20 -> src/sql/pl/ob_pl_package.h: (include)	no
sql-resolver	pl	src/sql/pl/ob_pl_resolver.h	2	upward-named	src/sql/resolver/ddl/ob_create_routine_resolver.cpp:21 -> src/sql/pl/ob_pl_resolver.h: (include); src/sql/resolver/dml/ob_del_upd_resolver.cpp:23 -> src/sql/pl/ob_pl_resolver.h: (include)	no
sql-resolver	pl	src/sql/pl/ob_pl_router.h	1	upward-named	src/sql/resolver/ddl/ob_create_routine_resolver.cpp:20 -> src/sql/pl/ob_pl_router.h: (include)	no
sql-resolver	pl	src/sql/pl/ob_pl_stmt.h	3	upward-named	src/sql/resolver/cmd/ob_call_procedure_resolver.h:25 -> src/sql/pl/ob_pl_stmt.h: (include); src/sql/resolver/ob_resolver_utils.h:33 -> src/sql/pl/ob_pl_stmt.h: (include); src/sql/resolver/ob_schema_checker.cpp:23 -> src/sql/pl/ob_pl_stmt.h: (include)	no
sql-resolver	pl	src/sql/pl/parser/parse_stmt_item_type.h	3	upward-named	src/sql/resolver/ddl/ob_alter_routine_resolver.cpp:21 -> src/sql/pl/parser/parse_stmt_item_type.h: (include); src/sql/resolver/ddl/ob_create_routine_resolver.cpp:22 -> src/sql/pl/parser/parse_stmt_item_type.h: (include); src/sql/resolver/ddl/ob_trigger_resolver.cpp:21 -> src/sql/pl/parser/parse_stmt_item_type.h: (include)	no
sql-resolver	pl	src/sql/pl/pl_cache/ob_pl_cache.h	1	upward-named	src/sql/resolver/cmd/ob_call_procedure_resolver.h:24 -> src/sql/pl/pl_cache/ob_pl_cache.h: (include)	no
sql-resolver	pl	src/sql/pl/pl_cache/ob_pl_cache_mgr.h	1	upward-named	src/sql/resolver/cmd/ob_call_procedure_resolver.cpp:23 -> src/sql/pl/pl_cache/ob_pl_cache_mgr.h: (include)	no
sql-resolver	pl	src/sql/pl/pl_cache/ob_pl_cache_object.h	1	upward-named	src/sql/resolver/cmd/ob_call_procedure_stmt.h:28 -> src/sql/pl/pl_cache/ob_pl_cache_object.h: (include)	no
sql-resolver	pl	src/sql/pl/sys_package/ob_dbms_stats.h	1	upward-named	src/sql/resolver/ddl/ob_analyze_stmt.cpp:19 -> src/sql/pl/sys_package/ob_dbms_stats.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_fd_item.h	1	upward-named	src/sql/rewrite/ob_transform_utils.h:25 -> src/sql/optimizer/ob_fd_item.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_log_function_table.h	1	upward-named	src/sql/rewrite/ob_transform_semi_to_inner.cpp:22 -> src/sql/optimizer/ob_log_function_table.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_log_join.h	5	upward-named	src/sql/rewrite/ob_transform_groupby_pullup.h:22 -> src/sql/optimizer/ob_log_join.h: (include); src/sql/rewrite/ob_transform_groupby_pushdown.h:22 -> src/sql/optimizer/ob_log_join.h: (include); src/sql/rewrite/ob_transform_late_materialization.cpp:21 -> src/sql/optimizer/ob_log_join.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_log_plan.h	2	upward-named	src/sql/rewrite/ob_transform_conditional_aggr_coalesce.cpp:21 -> src/sql/optimizer/ob_log_plan.h: (include); src/sql/rewrite/ob_transform_temp_table.cpp:20 -> src/sql/optimizer/ob_log_plan.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_log_sort.h	1	upward-named	src/sql/rewrite/ob_transform_late_materialization.cpp:20 -> src/sql/optimizer/ob_log_sort.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_log_subplan_scan.h	2	upward-named	src/sql/rewrite/ob_transform_groupby_pullup.cpp:20 -> src/sql/optimizer/ob_log_subplan_scan.h: (include); src/sql/rewrite/ob_transform_temp_table.cpp:24 -> src/sql/optimizer/ob_log_subplan_scan.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_log_table_scan.h	4	upward-named	src/sql/rewrite/ob_transform_groupby_pullup.cpp:21 -> src/sql/optimizer/ob_log_table_scan.h: (include); src/sql/rewrite/ob_transform_late_materialization.cpp:19 -> src/sql/optimizer/ob_log_table_scan.h: (include); src/sql/rewrite/ob_transform_or_expansion.cpp:20 -> src/sql/optimizer/ob_log_table_scan.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_log_values_table_access.h	1	upward-named	src/sql/rewrite/ob_transform_semi_to_inner.cpp:23 -> src/sql/optimizer/ob_log_values_table_access.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_opt_est_utils.h	1	upward-named	src/sql/rewrite/ob_query_range_define.cpp:24 -> src/sql/optimizer/ob_opt_est_utils.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_optimizer.h	1	upward-named	src/sql/rewrite/ob_transform_rule.cpp:20 -> src/sql/optimizer/ob_optimizer.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/ob_optimizer_context.h	3	upward-named	src/sql/rewrite/ob_transform_late_materialization.h:23 -> src/sql/optimizer/ob_optimizer_context.h: (include); src/sql/rewrite/ob_transform_or_expansion.cpp:21 -> src/sql/optimizer/ob_optimizer_context.h: (include); src/sql/rewrite/ob_transform_rule.cpp:21 -> src/sql/optimizer/ob_optimizer_context.h: (include)	no
sql-rewrite	sql-optimizer	src/sql/optimizer/stat/ob_opt_stat_manager.h	2	upward-named	src/sql/rewrite/ob_transform_conditional_aggr_coalesce.cpp:20 -> src/sql/optimizer/stat/ob_opt_stat_manager.h: (include); src/sql/rewrite/ob_transform_utils.cpp:28 -> src/sql/optimizer/stat/ob_opt_stat_manager.h: (include)	no
sql-rewrite	sql-codegen	src/sql/code_generator/ob_column_index_provider.h	1	upward-named	src/sql/rewrite/ob_range_graph_generator.cpp:21 -> src/sql/code_generator/ob_column_index_provider.h: (include)	no
sql-rewrite	sql	src/sql/ob_sql_context.h	6	upward-named	src/sql/rewrite/ob_transform_join_elimination.h:20 -> src/sql/ob_sql_context.h: (include); src/sql/rewrite/ob_transform_pre_process.h:23 -> src/sql/ob_sql_context.h: (include); src/sql/rewrite/ob_transform_rule.h:23 -> src/sql/ob_sql_context.h: (include)	no
sql-rewrite	pl	src/sql/pl/ob_pl_resolver.h	1	upward-named	src/sql/rewrite/ob_transform_pre_process.cpp:23 -> src/sql/pl/ob_pl_resolver.h: (include)	no
sql-optimizer	sql-codegen	src/sql/code_generator/ob_code_generator.h	1	upward-named	src/sql/optimizer/ob_explain_log_plan.cpp:20 -> src/sql/code_generator/ob_code_generator.h: (include)	no
sql-optimizer	sql-codegen	src/sql/code_generator/ob_static_engine_cg.h	1	upward-named	src/sql/optimizer/ob_logical_operator.cpp:21 -> src/sql/code_generator/ob_static_engine_cg.h: (include)	no
sql-optimizer	sql-codegen	src/sql/engine/ob_operator_factory.h	1	upward-named	src/sql/optimizer/ob_logical_operator.cpp:19 -> src/sql/engine/ob_operator_factory.h: (include)	no
sql-optimizer	sql	src/query/api/query/ob_sql_define.h	7	upward-named	src/sql/optimizer/ob_conflict_detector.h:21 -> src/sql/ob_sql_define.h: (include); src/sql/optimizer/ob_index_info_cache.h:21 -> src/sql/ob_sql_define.h: (include); src/sql/optimizer/ob_insert_log_plan.h:20 -> src/sql/ob_sql_define.h: (include)	no
sql-optimizer	sql	src/sql/monitor/ob_plan_info_manager.h	1	upward-named	src/sql/optimizer/ob_logical_operator.h:38 -> src/sql/monitor/ob_plan_info_manager.h: (include)	no
sql-optimizer	sql	src/sql/monitor/ob_sql_plan.h	1	upward-named	src/sql/optimizer/ob_logical_operator.h:37 -> src/sql/monitor/ob_sql_plan.h: (include)	no
sql-optimizer	sql	src/sql/ob_phy_table_location.h	1	upward-named	src/sql/optimizer/ob_phy_table_location_info.h:20 -> src/sql/ob_phy_table_location.h: (include)	no
sql-optimizer	sql	src/sql/ob_result_set.h	1	upward-named	src/sql/optimizer/stat/ob_dbms_stats_utils.cpp:23 -> src/sql/ob_result_set.h: (include)	no
sql-optimizer	sql	src/sql/ob_sql_context.h	2	upward-named	src/sql/optimizer/ob_log_plan.h:21 -> src/sql/ob_sql_context.h: (include); src/sql/optimizer/ob_logical_operator.h:35 -> src/sql/ob_sql_context.h: (include)	no
sql-optimizer	sql	src/sql/ob_sql_init.h	1	upward-named	src/sql/optimizer/stat/ob_opt_stat_monitor_manager.cpp:23 -> src/sql/ob_sql_init.h: (include)	no
sql-optimizer	sql	src/sql/ob_sql_temp_table.h	1	upward-named	src/sql/optimizer/ob_optimizer.h:19 -> src/sql/ob_sql_temp_table.h: (include)	no
sql-optimizer	sql	src/sql/ob_sql_trans_control.h	1	upward-named	src/sql/optimizer/ob_log_plan.cpp:50 -> src/sql/ob_sql_trans_control.h: (include)	no
sql-optimizer	sql	src/sql/plan_cache/ob_plan_cache.h	1	upward-named	src/sql/optimizer/stat/ob_opt_stat_manager.cpp:21 -> src/sql/plan_cache/ob_plan_cache.h: (include)	no
sql-optimizer	pl	src/query/api/query/optimizer/stat/ob_optimizer_stat_service.h	2	upward-named	src/sql/optimizer/stat/ob_opt_stat_monitor_manager.cpp: -> src/query/api/query/optimizer/stat/ob_optimizer_stat_service.h: (definition); src/sql/optimizer/stat/ob_opt_stat_monitor_manager.cpp:27 -> src/query/api/query/optimizer/stat/ob_optimizer_stat_service.h: (include)	no
sql-optimizer	pl	src/sql/pl/sys_package/ob_dbms_stats.h	2	upward-named	src/sql/optimizer/stat/ob_dbms_stats_executor.cpp:23 -> src/sql/pl/sys_package/ob_dbms_stats.h: (include); src/sql/optimizer/stat/ob_incremental_stat_estimator.cpp:22 -> src/sql/pl/sys_package/ob_dbms_stats.h: (include)	no
sql-optimizer	observer	src/query/api/query/session/ob_inner_sql_connection_access.h	3	upward-named	src/sql/optimizer/ob_dynamic_sampling.cpp:22 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include); src/sql/optimizer/stat/ob_dbms_stats_executor.cpp:24 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include); src/sql/optimizer/stat/ob_stats_estimator.cpp:19 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include)	no
sql-optimizer	observer	src/share/ob_ex_rpc.h	1	upward-named	src/sql/optimizer/stat/ob_opt_stat_monitor_manager.cpp:19 -> src/share/ob_ex_rpc.h: (include)	no
sql-codegen	storage-sstable	src/data_plane/api/data_plane/blocksstable/ob_index_block_util.h	1	not-listed	src/sql/code_generator/ob_tsc_cg_service.h:19 -> src/data_plane/api/data_plane/blocksstable/ob_index_block_util.h: (include)	no
sql	pl	src/sql/pl/ob_pl.h	3	upward-named	src/sql/hybrid_search/ob_hybrid_search_executor.h:20 -> src/sql/pl/ob_pl.h: (include); src/sql/ob_spi.h:20 -> src/sql/pl/ob_pl.h: (include); src/sql/plan_cache/ob_cache_object.cpp:21 -> src/sql/pl/ob_pl.h: (include)	no
sql	pl	src/sql/pl/ob_pl_allocator.h	1	upward-named	src/sql/ob_spi.h:27 -> src/sql/pl/ob_pl_allocator.h: (include)	no
sql	pl	src/sql/pl/ob_pl_exception_handling.h	1	upward-named	src/sql/ob_spi.cpp:33 -> src/sql/pl/ob_pl_exception_handling.h: (include)	no
sql	pl	src/sql/pl/ob_pl_package.h	4	upward-named	src/sql/engine/cmd/ob_routine_executor.cpp:26 -> src/sql/pl/ob_pl_package.h: (include); src/sql/engine/cmd/ob_trigger_executor.cpp:21 -> src/sql/pl/ob_pl_package.h: (include); src/sql/ob_spi.cpp:29 -> src/sql/pl/ob_pl_package.h: (include)	no
sql	pl	src/sql/pl/ob_pl_package_state.h	1	upward-named	src/sql/ob_scanner.cpp:21 -> src/sql/pl/ob_pl_package_state.h: (include)	no
sql	pl	src/sql/pl/ob_pl_resolver.h	2	upward-named	src/sql/engine/cmd/ob_package_executor.cpp:23 -> src/sql/pl/ob_pl_resolver.h: (include); src/sql/ob_sql.cpp:35 -> src/sql/pl/ob_pl_resolver.h: (include)	no
sql	pl	src/sql/pl/ob_pl_server_cursor.h	1	upward-named	src/sql/ob_spi.cpp:30 -> src/sql/pl/ob_pl_server_cursor.h: (include)	no
sql	pl	src/sql/pl/ob_pl_stmt.h	1	upward-named	src/sql/ob_spi.h:21 -> src/sql/pl/ob_pl_stmt.h: (include)	no
sql	pl	src/sql/pl/pl_cache/ob_pl_cache_mgr.h	3	upward-named	src/sql/engine/cmd/ob_alter_system_executor.cpp:29 -> src/sql/pl/pl_cache/ob_pl_cache_mgr.h: (include); src/sql/engine/cmd/ob_routine_executor.cpp:28 -> src/sql/pl/pl_cache/ob_pl_cache_mgr.h: (include); src/sql/plan_cache/ob_plan_cache.cpp:21 -> src/sql/pl/pl_cache/ob_pl_cache_mgr.h: (include)	no
sql	pl	src/sql/pl/sys_package/ob_dbms_stats.h	1	upward-named	src/sql/engine/cmd/ob_analyze_executor.cpp:19 -> src/sql/pl/sys_package/ob_dbms_stats.h: (include)	no
sql	rootserver	src/data_plane/api/data_plane/ddl/ob_ddl_coordinator.h	1	upward-named	src/sql/engine/cmd/ob_vector_index_refresh.cpp:21 -> src/data_plane/api/data_plane/ddl/ob_ddl_coordinator.h: (include)	no
sql	observer	src/data_plane/api/data_plane/vector/ob_i_vector_index_runtime.h	1	upward-named	src/sql/engine/cmd/ob_vector_index_refresh.cpp:23 -> src/data_plane/api/data_plane/vector/ob_i_vector_index_runtime.h: (include)	no
sql	observer	src/data_plane/api/data_plane/vector/ob_vector_refresh_transaction.h	1	upward-named	src/sql/engine/cmd/ob_vector_index_refresh.h:19 -> src/data_plane/api/data_plane/vector/ob_vector_refresh_transaction.h: (include)	no
sql	observer	src/query/api/query/session/ob_inner_sql_connection_access.h	7	upward-named	src/sql/engine/cmd/ob_get_diagnostics_executor.cpp:19 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include); src/sql/engine/cmd/ob_merge_table_executor.cpp:23 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include); src/sql/engine/cmd/ob_table_executor.cpp:25 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include)	no
sql	observer	src/share/ob_ex_rpc.h	3	upward-named	src/sql/engine/cmd/ob_alter_system_executor.cpp:24 -> src/share/ob_ex_rpc.h: (include); src/sql/engine/cmd/ob_database_executor.cpp:23 -> src/share/ob_ex_rpc.h: (include); src/sql/engine/cmd/ob_ddl_executor_util.cpp:25 -> src/share/ob_ex_rpc.h: (include)	no
sql	observer	src/sql/ob_mysql_end_trans_cb.h	1	upward-named	src/sql/ob_end_trans_callback.h:26 -> src/sql/ob_mysql_end_trans_cb.h: (include)	no
pl	observer	src/query/api/query/runtime/ob_request_time_guard.h	1	upward-named	src/sql/pl/ob_pl_package_guard.h:21 -> src/query/api/query/runtime/ob_request_time_guard.h: (include)	no
pl	observer	src/query/api/query/session/ob_inner_sql_connection_access.h	1	upward-named	src/pl/sys_package/ob_dbms_scheduler_mysql.cpp:21 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include)	no
pl	observer	src/share/ob_ex_rpc.h	1	upward-named	src/pl/sys_package/ob_dbms_stats.cpp:20 -> src/share/ob_ex_rpc.h: (include)	no
rootserver	observer	src/query/api/query/session/ob_inner_sql_connection_access.h	4	upward-named	src/rootserver/ob_ddl_service.cpp:25 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include); src/rootserver/ob_tablet_creator.cpp:21 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include); src/rootserver/ob_tablet_drop.cpp:23 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include)	no
rootserver	observer	src/share/ob_ex_rpc.h	6	upward-named	src/rootserver/dbms_job/ob_dbms_job_master.cpp:21 -> src/share/ob_ex_rpc.h: (include); src/rootserver/ddl_task/ob_ddl_redefinition_task.cpp:32 -> src/share/ob_ex_rpc.h: (include); src/rootserver/freeze/ob_major_freeze_helper.cpp:21 -> src/share/ob_ex_rpc.h: (include)	no
observer	seekdb	src/observer/ob_signal_handle.h	1	upward-named	src/observer/ob_server.h:63 -> src/observer/ob_signal_handle.h: (include)	no
observer	standby	src/standby/standby_module.h	1	uses-deferred	src/observer/ob_server.cpp:96 -> src/standby/standby_module.h: (include)	no
observer	x-dropped	src/oblib/easy/util/easy_mod_stat.h	2	uses-dropped	src/observer/mysql/obmp_connect.cpp:21 -> src/oblib/easy/util/easy_mod_stat.h: (include); src/observer/ob_srv_deliver.cpp:22 -> src/oblib/easy/util/easy_mod_stat.h: (include)	no
seekdb	ob-share	src/share/ob_encryption_util.h	1	gone	src/observer/main.cpp:61 -> src/share/ob_encryption_util.h: (include)	no
seekdb	ob-share	src/share/ob_thread_pool.h	1	gone	src/observer/ob_signal_handle.h:55 -> src/share/ob_thread_pool.h: (include)	no
seekdb	ob-share	src/share/ob_version.h	2	gone	src/observer/main.cpp:65 -> src/share/ob_version.h: (include); src/observer/ob_command_line_parser.cpp:112 -> src/share/ob_version.h: (include)	no
seekdb	storage-tablet	src/storage/tx_storage/ob_memory_printer.h	1	gone	src/observer/ob_signal_handle.cpp:44 -> src/storage/tx_storage/ob_memory_printer.h: (include)	no
seekdb	sql	src/sql/ob_sql_init.h	1	gone	src/observer/ob_signal_handle.cpp:43 -> src/sql/ob_sql_init.h: (include)	no
seekdb	x-dropped	src/oblib/easy/include/easy_define.h	1	uses-dropped	src/observer/ob_signal_handle.h:22 -> src/oblib/easy/include/easy_define.h: (include)	no
