unit	files	lines	class_key	in_build
src/share/io/ob_io_define	src/share/io/ob_io_define.cpp,src/share/io/ob_io_define.h	2507	oceanbase::common::ObIORequest	yes
src/share/io/ob_io_manager	src/share/io/ob_io_manager.cpp,src/share/io/ob_io_manager.h	1509	oceanbase::common::ObIOManager	yes
src/share/io/ob_io_struct	src/share/io/ob_io_struct.cpp,src/share/io/ob_io_struct.h	2766	oceanbase::common::ObAsyncIOChannel	yes
src/share/json/ob_json_helper	src/share/json/ob_json_helper.cpp,src/share/json/ob_json_helper.h	465	oceanbase::share::ObJsonHelper	yes
src/share/leak_checker/ob_leak_checker	src/share/leak_checker/ob_leak_checker.h	130	oceanbase::share::ObBaseLeakChecker	yes
src/share/lob/ob_lob_diff_struct	src/share/lob/ob_lob_diff_struct.h	93	oceanbase::common::ObLobDiffFlags	yes
src/share/location_cache/ob_location_struct	src/share/location_cache/ob_location_struct.cpp,src/share/location_cache/ob_location_struct.h	127	oceanbase::share::ObLSLocation	yes
src/share/log/ob_log_base_header	src/share/log/ob_log_base_header.cpp,src/share/log/ob_log_base_header.h	222	oceanbase::logservice::ObLogBaseHeader	yes
src/share/log/ob_log_base_type	src/share/log/ob_log_base_type.h	310	oceanbase::logservice::ObIReplaySubHandler	yes
src/share/log/palf/log_define	src/share/log/palf/log_define.cpp,src/share/log/palf/log_define.h	413	TimeoutChecker	yes
src/share/log/palf/lsn	src/share/log/palf/lsn.cpp,src/share/log/palf/lsn.h	217	oceanbase::palf::LSN	yes
src/share/log/palf/palf_base_info	src/share/log/palf/palf_base_info.cpp,src/share/log/palf/palf_base_info.h	217	oceanbase::palf::PalfBaseInfo	yes
src/share/log/palf/palf_options	src/share/log/palf/palf_options.cpp,src/share/log/palf/palf_options.h	295	oceanbase::palf::PalfOptions	yes
src/share/longops_mgr/ob_i_longops	src/share/longops_mgr/ob_i_longops.cpp,src/share/longops_mgr/ob_i_longops.h	185	oceanbase::share::ObILongopsKey	yes
src/share/longops_mgr/ob_longops_mgr	src/share/longops_mgr/ob_longops_mgr.cpp,src/share/longops_mgr/ob_longops_mgr.h	357	oceanbase::share::ObLongopsMgr	yes
src/share/ls/ob_ls_restore_status	src/share/ls/ob_ls_restore_status.cpp,src/share/ls/ob_ls_restore_status.h	305	oceanbase::share::ObLSRestoreStatus	yes
src/share/ls/ob_restore_status	src/share/ls/ob_restore_status.cpp,src/share/ls/ob_restore_status.h	142	oceanbase::storage::ObRestoreStatus	yes
src/share/mysql_errno	src/share/mysql_errno.h	1044	-	yes
src/share/ob_admin_dump_helper	src/share/ob_admin_dump_helper.cpp,src/share/ob_admin_dump_helper.h	455	oceanbase::share::ObAdminLogJsonDumper	yes
src/share/ob_autoincrement_param	src/share/ob_autoincrement_param.cpp,src/share/ob_autoincrement_param.h	200	oceanbase::share::AutoincKey	yes
src/share/ob_autoincrement_service	src/share/ob_autoincrement_service.cpp,src/share/ob_autoincrement_service.h	2017	oceanbase::share::ObAutoincrementService	yes
src/share/ob_batch_selector	src/share/ob_batch_selector.cpp,src/share/ob_batch_selector.h	232	oceanbase::share::ObBatchSelector	yes
src/share/ob_check_stop_provider	src/share/ob_check_stop_provider.h	33	ObCheckStopProvider	yes
src/share/ob_column_checksum_error_operator	src/share/ob_column_checksum_error_operator.cpp,src/share/ob_column_checksum_error_operator.h	246	oceanbase::share::ObColumnChecksumErrorOperator	yes
src/share/ob_common_id	src/share/ob_common_id.cpp,src/share/ob_common_id.h	172	oceanbase::share::ObCommonID	yes
src/share/ob_compatibility_control	src/share/ob_compatibility_control.h	34	-	yes
src/share/ob_core_table_proxy	src/share/ob_core_table_proxy.cpp,src/share/ob_core_table_proxy.h	1323	oceanbase::share::ObCoreTableProxy	yes
src/share/ob_cpu_share_calculator	src/share/ob_cpu_share_calculator.cpp,src/share/ob_cpu_share_calculator.h	87	oceanbase::common::ObCpuShareCalculator	yes
src/share/ob_ddl_args	src/share/ob_ddl_args.cpp,src/share/ob_ddl_args.h	134	oceanbase::obcall::ObDDLArg	yes
src/share/ob_ddl_checksum	src/share/ob_ddl_checksum.cpp,src/share/ob_ddl_checksum.h	792	oceanbase::share::ObDDLChecksumOperator	yes
src/share/ob_ddl_common	src/share/ob_ddl_common.cpp,src/share/ob_ddl_common.h,src/share/ob_ddl_task_serialize_field.h	2431	oceanbase::share::ObDDLUtil	yes
src/share/ob_ddl_error_message_table_operator	src/share/ob_ddl_error_message_table_operator.cpp,src/share/ob_ddl_error_message_table_operator.h	560	oceanbase::share::ObDDLErrorMessageTableOperator	yes
src/share/ob_ddl_sim_point	src/share/ob_ddl_sim_point.cpp,src/share/ob_ddl_sim_point.h	239	oceanbase::share::ObDDLSimPoint	yes
src/share/ob_ddl_sim_point_define	src/share/ob_ddl_sim_point_define.h	160	-	yes
src/share/ob_ddl_task_executor	src/share/ob_ddl_task_executor.cpp,src/share/ob_ddl_task_executor.h	562	oceanbase::share::ObDDLTaskExecutor	yes
src/share/ob_debug_sync	src/share/ob_debug_sync.cpp,src/share/ob_debug_sync.h	1234	oceanbase::common::ObDebugSync	yes
src/share/ob_debug_sync_point	src/share/ob_debug_sync_point.cpp,src/share/ob_debug_sync_point.h	476	-	yes
src/share/ob_define	src/share/ob_define.h	372	oceanbase::common::DEFAULT_WRAPPER	yes
src/share/ob_delegate	src/share/ob_delegate.h	76	-	yes
src/share/ob_device_manager	src/share/ob_device_manager.cpp,src/share/ob_device_manager.h	497	oceanbase::common::ObDeviceManager	yes
src/share/ob_display_list	src/share/ob_display_list.h	187	ObDisplayList	yes
src/share/ob_dml_sql_splicer	src/share/ob_dml_sql_splicer.cpp,src/share/ob_dml_sql_splicer.h	1586	oceanbase::share::ObDMLSqlSplicer	yes
src/share/ob_encryption_util	src/share/ob_encryption_util.cpp,src/share/ob_encryption_util.h	607	oceanbase::share::ObEncryptionUtil	yes
src/share/ob_errno	src/share/ob_errno.def	1914	-	no
src/share/ob_est_row_count_record	src/share/ob_est_row_count_record.cpp,src/share/ob_est_row_count_record.h	74	oceanbase::common::ObEstRowCountRecord	yes
src/share/ob_force_print_log	src/share/ob_force_print_log.h	65	-	yes
src/share/ob_fork_table_info	src/share/ob_fork_table_info.cpp,src/share/ob_fork_table_info.h	109	oceanbase::share::ObForkTableInfo	yes
src/share/ob_freeze_info_manager	src/share/ob_freeze_info_manager.cpp,src/share/ob_freeze_info_manager.h	554	oceanbase::share::ObFreezeInfoManager	yes
src/share/ob_freeze_info_proxy	src/share/ob_freeze_info_proxy.cpp,src/share/ob_freeze_info_proxy.h	571	oceanbase::share::ObFreezeInfoProxy	yes
src/share/ob_global_merge_table_operator	src/share/ob_global_merge_table_operator.cpp,src/share/ob_global_merge_table_operator.h	202	oceanbase::share::ObGlobalMergeTableOperator	yes
src/share/ob_global_stat_proxy	src/share/ob_global_stat_proxy.cpp,src/share/ob_global_stat_proxy.h	738	oceanbase::share::ObGlobalStatProxy	yes
src/share/ob_i_debug_sync_broadcaster	src/share/ob_i_debug_sync_broadcaster.h	43	oceanbase::common::ObIDebugSyncBroadcaster	yes
src/share/ob_i_lob_read_service	src/share/ob_i_lob_read_service.h	116	oceanbase::common::ObILobReadService	yes
src/share/ob_i_local_device_space_provider	src/share/ob_i_local_device_space_provider.h	39	oceanbase::share::ObILocalDeviceSpaceProvider	yes
src/share/ob_i_max_id_cache	src/share/ob_i_max_id_cache.h	42	oceanbase::share::ObIMaxIdCache	yes
src/share/ob_i_mem_limit_getter	src/share/ob_i_mem_limit_getter.h	38	ObIMemLimitGetter	no
src/share/ob_id_generator	src/share/ob_id_generator.cpp,src/share/ob_id_generator.h	185	oceanbase::share::ObIDGenerator	yes
src/share/ob_inner_kv_table_operator	src/share/ob_inner_kv_table_operator.cpp,src/share/ob_inner_kv_table_operator.h	457	oceanbase::share::ObInnerKVTableOperator	yes
src/share/ob_inner_table_operator	src/share/ob_inner_table_operator.cpp,src/share/ob_inner_table_operator.h	1040	oceanbase::share::ObInnerTableOperator	yes
src/share/ob_io_device_helper	src/share/ob_io_device_helper.cpp,src/share/ob_io_device_helper.h	1477	oceanbase::share::ObIODeviceLocalFileOp	yes
src/share/ob_json_access_utils	src/share/ob_json_access_utils.cpp,src/share/ob_json_access_utils.h	80	oceanbase::share::ObJsonWrapper	yes
src/share/ob_kv_parser	src/share/ob_kv_parser.cpp,src/share/ob_kv_parser.h	258	oceanbase::share::ObKVParser	yes
src/share/ob_lease_struct	src/share/ob_lease_struct.cpp,src/share/ob_lease_struct.h	197	oceanbase::share::ObServerResourceInfo	yes
src/share/ob_lib_cache_namespace	src/share/ob_lib_cache_namespace.def,src/share/ob_lib_cache_namespace.h	45	-	yes
src/share/ob_light_hashmap	src/share/ob_light_hashmap.h	542	oceanbase::share::ObLightHashMap	yes
src/share/ob_list_parser	src/share/ob_list_parser.cpp,src/share/ob_list_parser.h	156	oceanbase::share::ObListParser	yes
src/share/ob_lob_access_utils	src/share/lob/ob_lob_text_iter_context.h,src/share/ob_lob_access_utils.cpp,src/share/ob_lob_access_utils.h	1486	oceanbase::common::ObTextStringIter	yes
src/share/ob_local_device	src/share/ob_local_device.cpp,src/share/ob_local_device.h	1785	oceanbase::share::ObLocalDevice	yes
src/share/ob_lock_metadata_session	src/share/ob_lock_metadata_session.h	49	oceanbase::share::ObILockMetadataSession	yes
src/share/ob_lonely_table_clean_rpc_struct	src/share/ob_lonely_table_clean_rpc_struct.cpp,src/share/ob_lonely_table_clean_rpc_struct.h	132	oceanbase::obcall::ObForceDropLonelyLobAuxTableArg	yes
src/share/ob_ls_id	src/share/ob_ls_id.cpp,src/share/ob_ls_id.h	139	oceanbase::share::ObLSID	yes
src/share/ob_max_id_cache	src/share/ob_max_id_cache.cpp,src/share/ob_max_id_cache.h	312	oceanbase::share::ObMaxIdCache	yes
src/share/ob_max_id_fetcher	src/share/ob_max_id_fetcher.cpp,src/share/ob_max_id_fetcher.h	678	oceanbase::share::ObMaxIdFetcher	yes
src/share/ob_merge_info	src/share/ob_merge_info.cpp,src/share/ob_merge_info.h	340	oceanbase::share::ObGlobalMergeInfo	yes
src/share/ob_occam_thread_pool	src/share/ob_occam_thread_pool.h	581	ObOccamThreadPool	yes
src/share/ob_occam_time_guard	src/share/ob_occam_time_guard.cpp,src/share/ob_occam_time_guard.h	372	oceanbase::common::occam::ObOccamTimeGuard	yes
src/share/ob_priv_common	src/share/ob_priv_common.cpp,src/share/ob_priv_common.h	664	oceanbase::share::ObPrivPacker	yes
src/share/ob_proposal_id	src/share/ob_proposal_id.cpp,src/share/ob_proposal_id.h	177	oceanbase::common::ObProposalID	yes
src/share/ob_rpc_struct	src/share/ob_rpc_struct.cpp,src/share/ob_rpc_struct.h	7322	oceanbase::obcall::ObAlterTableArg	yes
src/share/ob_scheduled_job_utils	src/share/ob_scheduled_job_utils.cpp,src/share/ob_scheduled_job_utils.h	162	oceanbase::share::ObScheduledJobUtils	yes
src/share/ob_schema_status_proxy	src/share/ob_schema_status_proxy.cpp,src/share/ob_schema_status_proxy.h	287	oceanbase::share::ObSchemaStatusProxy	yes
src/share/ob_schema_version_info	src/share/ob_schema_version_info.cpp,src/share/ob_schema_version_info.h	104	oceanbase::share::SchemaVersionInfo	yes
src/share/ob_server_info	src/share/ob_server_info.h	104	oceanbase::share::ObServerInfo	yes
src/share/ob_server_role	src/share/ob_server_role.cpp,src/share/ob_server_role.h	170	oceanbase::share::ObServerRole	yes
src/share/ob_server_status	src/share/ob_server_status.h	35	-	yes
src/share/ob_server_struct	src/share/ob_server_struct.cpp,src/share/ob_server_struct.h	179	oceanbase::share::ObGlobalContext	yes
src/share/ob_server_switchover_status	src/share/ob_server_switchover_status.cpp,src/share/ob_server_switchover_status.h	154	oceanbase::share::ObServerSwitchoverStatus	yes
src/share/ob_share_util	src/share/ob_share_util.cpp,src/share/ob_share_util.h	260	oceanbase::share::ObShareUtil	yes
src/share/ob_shared_timer	src/share/ob_shared_timer.h	48	oceanbase::share::ObISharedTimer	yes
src/share/ob_simple_batch	src/share/ob_simple_batch.cpp,src/share/ob_simple_batch.h	219	oceanbase::common::ObSimpleBatch	yes
src/share/ob_snapshot_table_proxy	src/share/ob_snapshot_table_proxy.cpp,src/share/ob_snapshot_table_proxy.h	664	oceanbase::share::ObSnapshotTableProxy	yes
src/share/ob_sql_client_decorator	src/share/ob_sql_client_decorator.cpp,src/share/ob_sql_client_decorator.h	166	oceanbase::common::ObSQLClientRetry	yes
src/share/ob_statvfs_win32	src/share/ob_statvfs_win32.h	57	statvfs	yes
src/share/ob_structured_event_logger	src/share/ob_structured_event_logger.h	147	oceanbase::share::ObStructuredEventLogger	yes
src/share/ob_sys_time_zone_util	src/share/ob_sys_time_zone_util.cpp,src/share/ob_sys_time_zone_util.h	91	oceanbase::share::ObSysTimeZoneUtil	yes
src/share/ob_table_access_helper	src/share/ob_table_access_helper.h	702	oceanbase::common::ObTableAccessHelper	yes
src/share/ob_table_range	src/share/ob_table_range.cpp,src/share/ob_table_range.h	147	oceanbase::share::ObScnRange	yes
src/share/ob_tablet_autoincrement_param	src/share/ob_tablet_autoincrement_param.cpp,src/share/ob_tablet_autoincrement_param.h	240	oceanbase::share::ObTabletAutoincInterval	yes
src/share/ob_tablet_checksum_operator	src/share/ob_tablet_checksum_operator.cpp,src/share/ob_tablet_checksum_operator.h	628	oceanbase::share::ObTabletChecksumOperator	yes
src/share/ob_tablet_compaction_checksum_operator	src/share/ob_tablet_compaction_checksum_operator.h	245	ObTabletReplicaReportColumnMeta	no
src/share/ob_tablet_local_checksum_operator	src/share/ob_tablet_local_checksum_operator.cpp,src/share/ob_tablet_local_checksum_operator.h	836	oceanbase::share::ObTabletLocalChecksumOperator	yes
src/share/ob_tablet_meta_table_compaction_operator	src/share/ob_tablet_meta_table_compaction_operator.cpp,src/share/ob_tablet_meta_table_compaction_operator.h	554	oceanbase::share::ObTabletMetaTableCompactionOperator	yes
src/share/ob_task_define	src/share/ob_task_define.cpp,src/share/ob_task_define.h	272	oceanbase::share::ObTaskController	yes
src/share/ob_telemetry	src/share/ob_telemetry.cpp,src/share/ob_telemetry.h	1569	-	yes
src/share/ob_tenant_role_transition_service	src/share/ob_tenant_role_transition_service.h	45	oceanbase::share::ObITenantRoleTransitionService	yes
src/share/ob_thread_pool	src/share/ob_thread_pool.h	30	-	yes
src/share/ob_throttling_utils	src/share/ob_throttling_utils.cpp,src/share/ob_throttling_utils.h	134	oceanbase::share::ObThrottlingUtils	yes
src/share/ob_time_utility2	src/share/ob_time_utility2.cpp,src/share/ob_time_utility2.h	891	oceanbase::share::ObTimeUtility2	yes
src/share/ob_time_wheel	src/share/ob_time_wheel.cpp,src/share/ob_time_wheel.h	694	oceanbase::common::ObTimeWheel	yes
src/share/ob_time_zone_info_manager	src/share/ob_time_zone_info_manager.cpp,src/share/ob_time_zone_info_manager.h	594	oceanbase::common::ObTimeZoneInfoManager	yes
src/share/ob_timezone_mgr	src/share/ob_timezone_mgr.cpp,src/share/ob_timezone_mgr.h	244	oceanbase::omt::ObTimezoneMgr	yes
src/share/ob_truncated_string	src/share/ob_truncated_string.h	70	oceanbase::common::ObTruncatedString	yes
src/share/ob_unique_index_row_transformer	src/share/ob_unique_index_row_transformer.cpp,src/share/ob_unique_index_row_transformer.h	278	oceanbase::share::ObUniqueIndexRowTransformer	yes
src/share/ob_version	src/share/ob_version.h	43	-	yes
src/share/ob_version_parser	src/share/ob_version_parser.cpp,src/share/ob_version_parser.h	189	oceanbase::common::ObVersionParser	yes
src/share/object/ob_array_cast	src/share/object/ob_array_cast.cpp,src/share/object/ob_array_cast.h	1367	oceanbase::sql::ObArrayCastUtils	yes
src/share/object/ob_decint_scale_util	src/share/object/ob_decint_scale_util.cpp,src/share/object/ob_decint_scale_util.h	328	-	yes
src/share/object/ob_enumset_str_util	src/share/object/ob_enumset_str_util.cpp,src/share/object/ob_enumset_str_util.h	146	-	yes
src/share/object/ob_obj_cast	src/share/object/ob_obj_cast.cpp,src/share/object/ob_obj_cast.h,src/share/object/ob_obj_cast_util.h	15106	oceanbase::common::ObHexUtils	yes
src/share/object/ob_obj_cast_runtime	src/share/object/ob_obj_cast_runtime.h	59	oceanbase::common::ObIObjCastRuntime	yes
src/share/parameter/ob_parameter_attr	src/share/parameter/ob_parameter_attr.cpp,src/share/parameter/ob_parameter_attr.h	148	oceanbase::common::ObParameterAttr	yes
src/share/parameter/ob_parameter_macro	src/share/parameter/ob_parameter_macro.h	323	-	yes
src/share/parameter/ob_parameter_seed	src/share/parameter/ob_parameter_seed.ipp	1181	-	yes
src/share/rc/ob_context	src/share/rc/ob_context.cpp,src/share/rc/ob_context.h	406	oceanbase::share::ObResourceOwner	yes
src/share/rc/ob_server_module_init_ctx	src/share/rc/ob_server_module_init_ctx.h	40	oceanbase::share::ObServerModuleInitCtx	yes
src/share/rc/ob_server_runtime	src/share/rc/ob_server_runtime.cpp,src/share/rc/ob_server_runtime.h	395	oceanbase::share::ObServerRuntimeState	yes
src/share/rc/ob_server_runtime_support	src/share/rc/ob_server_runtime_support.cpp,src/share/rc/ob_server_runtime_support.h	83	ObModuleReadyGuard	no
src/share/redolog/ob_clog_switch_write_callback	src/share/redolog/ob_clog_switch_write_callback.cpp,src/share/redolog/ob_clog_switch_write_callback.h	107	oceanbase::common::ObCLogSwitchWriteCallback	yes
src/share/redolog/ob_log_definition	src/share/redolog/ob_log_definition.h	91	oceanbase::common::ObLogDefinition	yes
src/share/redolog/ob_log_file_group	src/share/redolog/ob_log_file_group.cpp,src/share/redolog/ob_log_file_group.h	287	oceanbase::common::ObLogFileGroup	yes
src/share/redolog/ob_log_file_handler	src/share/redolog/ob_log_file_handler.cpp,src/share/redolog/ob_log_file_handler.h	571	oceanbase::common::ObLogFileHandler	yes
src/share/redolog/ob_log_file_reader	src/share/redolog/ob_log_file_reader.cpp,src/share/redolog/ob_log_file_reader.h	667	oceanbase::share::ObLogFileReader2	yes
src/share/redolog/ob_log_policy	src/share/redolog/ob_log_policy.cpp,src/share/redolog/ob_log_policy.h	116	oceanbase::common::ObLogPolicyParser	yes
src/share/redolog/ob_log_write_callback	src/share/redolog/ob_log_write_callback.h	37	oceanbase::common::ObLogWriteCallback	yes
src/share/resource/ob_server_resource	src/share/resource/ob_server_resource.cpp,src/share/resource/ob_server_resource.h	960	oceanbase::share::ObServerResource	yes
src/share/resource/ob_server_resource_config	src/share/resource/ob_server_resource_config.cpp,src/share/resource/ob_server_resource_config.h	188	oceanbase::share::ObServerResourceConfig	yes
src/share/resource/ob_server_runtime_config	src/share/resource/ob_server_runtime_config.cpp,src/share/resource/ob_server_runtime_config.h	144	oceanbase::share::ObServerRuntimeConfig	yes
src/share/resource_limit_calculator/ob_resource_commmon	src/share/resource_limit_calculator/ob_resource_commmon.cpp,src/share/resource_limit_calculator/ob_resource_commmon.h	417	oceanbase::share::ObMinPhyResourceResult	yes
src/share/resource_limit_calculator/ob_resource_limit_calculator	src/share/resource_limit_calculator/ob_resource_limit_calculator.cpp,src/share/resource_limit_calculator/ob_resource_limit_calculator.h	456	oceanbase::share::ObResourceLimitCalculator	yes
src/share/resource_limit_calculator/ob_resource_limit_calculator_def	src/share/resource_limit_calculator/ob_resource_limit_calculator_def.h	39	-	yes
src/share/roaringbitmap/ob_rb_memory_mgr	src/share/roaringbitmap/ob_rb_memory_mgr.cpp,src/share/roaringbitmap/ob_rb_memory_mgr.h	293	oceanbase::common::ObRbMemMgr	yes
src/share/rpc/ob_server_task	src/share/rpc/ob_server_task.h	40	oceanbase::rpc::ObSrvTask	yes
src/share/schema/ob_ai_model_mgr	src/share/schema/ob_ai_model_mgr.cpp,src/share/schema/ob_ai_model_mgr.h	648	oceanbase::share::schema::ObAiModelMgr	yes
src/share/schema/ob_ai_model_sql_service	src/share/schema/ob_ai_model_sql_service.cpp,src/share/schema/ob_ai_model_sql_service.h	199	oceanbase::share::schema::ObAiModelSqlService	yes
src/share/schema/ob_col_desc	src/share/schema/ob_col_desc.cpp,src/share/schema/ob_col_desc.h	191	oceanbase::share::schema::ObColDesc	yes
src/share/schema/ob_column_schema	src/share/schema/ob_column_schema.cpp,src/share/schema/ob_column_schema.h,src/storage/testing/ob_storage_test_schema.h	1177	oceanbase::share::schema::ObColumnSchemaV2	yes
src/share/schema/ob_constraint	src/share/schema/ob_constraint.cpp,src/share/schema/ob_constraint.h	495	oceanbase::share::schema::ObConstraint	yes
src/share/schema/ob_context_type	src/share/schema/ob_context_type.h	30	-	no
src/share/schema/ob_database_sql_service	src/share/schema/ob_database_sql_service.cpp,src/share/schema/ob_database_sql_service.h	278	oceanbase::share::schema::ObDatabaseSqlService	yes
